location,cases,density_per_km
United_States-US_Virgin_Islands,13871,835.0464478
United_States_Virgin_Islands,539776,835.0464478
United_States_Virgin_Islands-Saint_Croix,41998,113.2484436
United_States_Virgin_Islands-Saint_John,9023,37.42814636
United_States_Virgin_Islands-Saint_Thomas,85582,835.0464478
